Document/Patent number,Title,Inventor name,Publication date
US-20160350846-A1,INTEGRATED FINANCIAL AND HEALTH MONITORING SYSTEM UTILIZING WEARABLE DEVICES,Dintenfass; Katherine et al.,2016-12-01
US-20160350857-A1,SYSTEM FOR NETWORK PAIRING OF INVESTORS AND ADVISORS BASED ON INVESTOR INFORMATION ANALYTICS,Dintenfass; Katherine et al.,2016-12-01
US-20160350859-A1,GENERATING A ONE-CLICK FINANCIAL PLAN,Dintenfass; Katherine et al.,2016-12-01
US-20160350867-A1,INTERACTIVE MAPPING SYSTEM FOR USER EXPERIENCE AUGMENTATION,Votaw; Elizabeth S. et al.,2016-12-01
US-20160350748-A1,Providing Access to Account Information Using Authentication Tokens,Pruthi; Kapil et al.,2016-12-01
US-20160350751-A1,Provisioning a Mobile Device with a Code Generation Key to Enable Generation of One-Time Passcodes,Keys; Andrew T. et al.,2016-12-01
US-20160352700-A1,DATABASE PROCESSING SYSTEM FOR MULTIPLE DESTINATION PAYLOADS,Castinado; Joseph Benjamin et al.,2016-12-01
US-20160350860-A1,MODIFYING AN ESTIMATED FINANCIAL PLAN,Dintenfass; Katherine et al.,2016-12-01
US-20160350858-A1,AUTOMATED FUND REALLOCATION BASED ON GOAL PROGRESS,Dintenfass; Katherine et al.,2016-12-01
US-9508076-B2,Service for account with unavailable funds or credit using a passcode,Kingston; Tamara S. et al.,2016-11-29
US-9508058-B2,System providing an interactive conference,Calman; Matthew A. et al.,2016-11-29
US-9508070-B2,Transaction preparation using mobile device,Grigg; David M. et al.,2016-11-29
US-9508057-B2,Automatically updating account information,Joa; David et al.,2016-11-29
US-9509702-B2,Self-selected user access based on specific authentication types,Grigg; David M. et al.,2016-11-29
US-9509685-B2,User authentication based on other applications,Grigg; David M. et al.,2016-11-29
US-9508065-B2,Method and apparatus for providing real time mutable credit card information with future timestamp functionality,Ronca; James G. et al.,2016-11-29
US-9508066-B2,Mobile kiosk for enhanced financial product offerings,Vargas; Angel A. et al.,2016-11-29
US-9507583-B2,Modular system including management and deployment of software updates and revisions,Kurian; Manu Jacob et al.,2016-11-29
US-9507946-B2,Program vulnerability identification,Bang; Mahesh,2016-11-29
US-9507984-B1,Resource tag generation and deployment for resource valuation and distribution,Kurian; Manu Jacob et al.,2016-11-29
US-20160342962-A1,SYSTEMS AND METHODS FOR MANAGING FINANCIAL PAYMENTS BETWEEN PARTIES,Brown; David C. et al.,2016-11-24
US-20160342431-A1,INTERACTIVE HELP INTERFACE,Huang; Tau,2016-11-24
US-9501774-B2,Method and apparatus for using at least a portion of a one-time password as a dynamic card verification value,Ashfield; James M.,2016-11-22
US-9501765-B2,Preparing preliminary transaction work for a mobile banking customer,Grigg; David M. et al.,2016-11-22
US-9501908-B2,System for processing and tracking merchant deposits,Hanson; Carrie Anne et al.,2016-11-22
US-9501909-B2,System for processing and tracking merchant deposits,Hanson; Carrie Anne et al.,2016-11-22
US-9501378-B2,Client events monitoring,"Hoen, IV; Hudson Philip et al.",2016-11-22
US-9503686-B2,Review bucket for video conferences,Hanson; Carrie Anne et al.,2016-11-22
US-20160335267-A1,METHOD AND APPARATUS FOR NATURAL LANGUAGE SEARCH FOR VARIABLES,Kothuvatiparambil; Viju et al.,2016-11-17
US-20160334767-A1,Multi-Level Digital Process Management System,Mummigatti; Vinaykumar S.,2016-11-17
US-20160335016-A1,SECURING PHYSICAL-STORAGE-MEDIA DATA TRANSFERS,Kurian; Manu et al.,2016-11-17
US-20160337198-A1,Digital Process Management System,Mummigatti; Vinaykumar S.,2016-11-17
US-20160335608-A1,Virtual Payment Device Including a Scannable Code,Balasubramani; Tamilarasan et al.,2016-11-17
US-20160335569-A1,Managing Enterprise Data Movement Using a Heuristic Data Movement Detection Engine,Cismas; Sorin N. et al.,2016-11-17
US-20160335644-A1,CUSTOMER-BASED ASSOCIATE INTERFACES,Kurian; Manu,2016-11-17
US-9495380-B2,Access reviews at IAM system implementing IAM data model,Kling; John et al.,2016-11-15
US-9495175-B2,Deploying multi-channel or device agnostic applications,Krishnamoorthy; Sundar et al.,2016-11-15
US-9495525-B2,Rhythm-based user authentication,Grigg; David M. et al.,2016-11-15
US-20160328558-A1,COMPUTING DEVICE FOR SECURED TRANSACTIONS AND VIRTUAL MONITORING EXTERNAL FROM THE OPERATING SYSTEM,Renfro; Chadwick R.,2016-11-10
US-9489110-B2,"Automatic deployment, configuration, and lifecycle management of applications and infrastructure components",Malhotra; Sameer et al.,2016-11-08
US-9491232-B2,Work load management platform,Joshi; Alok et al.,2016-11-08
US-9489390-B2,Reconciling access rights at IAM system implementing IAM data model,Kling; John et al.,2016-11-08
US-9489693-B2,"Multi-purpose, multi-tenant kiosk",Vargas; Angel A. et al.,2016-11-08
US-9489675-B2,Dynamic card validation using randomly determined cell identifiers,Adams; Amanda J. et al.,2016-11-08
US-9489664-B2,ATM customer defined user interface for security purposes,Johnson; Tyler et al.,2016-11-08
US-9491170-B2,Authenticating customers and managing authenticated sessions,Pender; Mark A.,2016-11-08
US-20160323745-A1,Authenticating Customers Using Biometrics,Pender; Mark A.,2016-11-03
US-20160321099-A1,EXECUTABLE PROCESS-MANAGEMENT ENGINES,Cismas; Sorin N. et al.,2016-11-03
US-9483488-B2,Verifying separation-of-duties at IAM system implementing IAM data model,Kling; John et al.,2016-11-01
US-9483561-B2,Server inventory trends,Javvadi; Ganesh et al.,2016-11-01
US-9483766-B2,User authentication based on historical transaction data,Grigg; David M. et al.,2016-11-01
US-9483634-B2,Password generator,Alexander; Denise et al.,2016-11-01
US-9483734-B2,Transforming predictive models,Laxmanan; Kasilingam Basker et al.,2016-11-01
US-9483660-B2,Enterprise content management platform validator,Bura; Chiranjeevi,2016-11-01
US-20160314472-A1,METHOD AND APPARATUS FOR USING AT LEAST A PORTION OF A ONE-TIME PASSWORD AS A DYNAMIC CARD VERIFICATION VALUE,Ashfield; James M.,2016-10-27
US-20160314533-A1,SYSTEM FOR RESOURCE ALLOCATION ASSESSMENT AND ELECTRONIC COMMUNICATION,"Brown, III; William E.",2016-10-27
US-20160314528-A1,SYSTEM FOR SPEND ANALYSIS DATA TRANSFORMATION FOR LIFE EVENT INFERENCE TRACKING,Abbott; Robert L. et al.,2016-10-27
US-9477959-B2,Method and apparatus for using at least a portion of a one-time password as a dynamic card verification value,Ashfield; James M.,2016-10-25
US-9477700-B2,Data environment change notification,Wilson; Richard M. et al.,2016-10-25
US-9477838-B2,Reconciliation of access rights in a computing system,Moloian; Armen et al.,2016-10-25
US-9477492-B2,Deploying multi-channel or device agnostic applications,Krishnamoorthy; Sundar et al.,2016-10-25
US-9477960-B2,User authentication based on historical transaction data,Grigg; David M. et al.,2016-10-25
US-9477953-B2,ATM customer defined user interface for security purposes,Johnson; Tyler et al.,2016-10-25
US-20160306991-A1,Self Service Portal for Tracking Application Data File Dissemination,Weisberger; Andrea M. et al.,2016-10-20
US-20160307170-A1,APPARATUS AND METHOD FOR CONDUCTING AND MANAGING TRANSACTIONS BETWEEN DIFFERENT NETWORKS,Harkey; Scott Lee et al.,2016-10-20
US-20160307388-A1,Detecting Duplicate Deposit Items at Point of Capture,Williams; Geoffrey R.,2016-10-20
US-20160307272-A1,SYSTEM FOR REDUCING COMPUTATIONAL COSTS ASSOCIATED WITH PREDICTING DEMAND FOR PRODUCTS,Thalken; Jason,2016-10-20
US-20160307137-A1,MANAGING TECHNOLOGY ELEMENTS AND ASSOCIATED OBLIGATIONS,Adams; Ellen S. et al.,2016-10-20
US-9471618-B2,Data environment change notification,Wilson; Richard M. et al.,2016-10-18
US-9471762-B2,Rhythm-based user authentication,Grigg; David M. et al.,2016-10-18
US-9471759-B2,Enabling device functionality based on indoor positioning system detection of physical customer presence,Jones; Alicia C.,2016-10-18
US-9473487-B2,Network identity certificate pinning,Yu; Sounil,2016-10-18
US-9471908-B2,ATM customer defined user interface for security purposes,Johnson; Tyler et al.,2016-10-18
US-9471909-B2,ATM customer defined user interface for security purposes,Johnson; Tyler et al.,2016-10-18
US-20160300256-A1,REVERSE COUPONING,Nagarajan; Srinath et al.,2016-10-13
US-20160300298-A1,ACTIVITY REVIEW FOR A FINANCIAL AND SOCIAL MANAGEMENT SYSTEM,Votaw; Elizabeth S. et al.,2016-10-13
US-20160300299-A1,ACTIVITY REVIEW FOR A FINANCIAL AND SOCIAL MANAGEMENT SYSTEM,Votaw; Elizabeth S. et al.,2016-10-13
US-20160300576-A1,Customer Identification Through Voice Biometrics,Karpey; David et al.,2016-10-13
US-20160300065-A1,Program Vulnerability Identification,Bang; Mahesh,2016-10-13
US-20160300311-A1,METHOD AND APPARATUS FOR REPLICATING AND ANALYZING DATABASES,"Santiago, JR.; Milton et al.",2016-10-13
US-20160300204-A1,ACCOUNT ACTIVITY MANAGEMENT SYSTEM,Guido; Anthony David et al.,2016-10-13
US-20160300197-A1,INTUITIVE USER-INTERFACE LAYOUT FOR FINANCIAL INSTITUTION FUND TRANSFERS,Guido; Anthony David et al.,2016-10-13
US-20160300199-A1,SCHEDULING FREQUENCY AND DURATION OF FINANCIAL INSTITUTION FUND TRANSFERS,Guido; Anthony David et al.,2016-10-13
US-20160300198-A1,ELECTRONIC ACCOUNT CONTACT MANAGEMENT SYSTEM,Guido; Anthony David et al.,2016-10-13
US-20160300196-A1,CONSOLIDATED PLATFORM FOR FINANCIAL INSTITUTION FUND TRANSFERS,Guido; Anthony David et al.,2016-10-13
US-20160300307-A1,COMPUTERIZED SYSTEM FOR EFFICIENTLY IDENTIFYING INVESTMENT OPPORTUNITIES FOR NON-MANAGED INVESTMENT ACCOUNTS,Stearns; Steven K.,2016-10-13
US-9466044-B2,Use of organization chart to direct mail items from central receiving area to organizational entities using clusters based on a union of libraries,Felse; Mark D. et al.,2016-10-11
US-9465845-B2,Dynamic card validation,Adams; Amanda J. et al.,2016-10-11
US-9465722-B2,Error assessment tool,Periyasamy; Muthusamy et al.,2016-10-11
US-9467651-B2,Determining electronic media format when transferring a customer between specialists or amongst communication sources at a customer service outlet,Mande; Christian Michael et al.,2016-10-11
US-9467652-B2,Determining electronic media format when transferring a customer between specialists or amongst communication sources at a customer service outlet,Mande; Christian Michael et al.,2016-10-11
US-9466059-B2,System and method for investigating fraudulent activity,Choudhuri; Somnath et al.,2016-10-11
US-9466053-B2,ATM customer defined user interface for security purposes,Johnson; Tyler et al.,2016-10-11
US-20160292195-A1,Secure and Flexible Inter-Program Communication,Smith; Terence,2016-10-06
US-20160292673-A1,SYSTEM FOR AUTHORIZATION AND INSTANT INTEGRATION OF CREDIT CARD TO DIGITAL WALLET,Chandrasekaran; Vignesh,2016-10-06
US-9460188-B2,Data warehouse compatibility,Mundlapudi; Bharath et al.,2016-10-04
US-9459832-B2,Pipelined multiply-scan circuit,Guccione; Steven A.,2016-10-04
US-9461987-B2,Audio authentication system,Panging; Pankaj,2016-10-04
US-9460439-B2,Dynamic card validation using user requested cell identifiers,Adams; Amanda J. et al.,2016-10-04
US-9460428-B2,ATM customer defined user interface for security purposes,Johnson; Tyler et al.,2016-10-04
US-9460588-B1,Methods for producing state-agnostic waveforms upon magnetic reading of a universal counter deposit ticket,Kang; Sean B. et al.,2016-10-04
US-20160285860-A1,ROLE-BASED ACCESS TOOL,Wadhwa; Vishal,2016-09-29
US-20160275464-A1,CHECK DATA LIFT FOR ONLINE ACCOUNTS,Smith; Michael Gerald et al.,2016-09-22
US-20160275465-A1,CHECK DATA LIFT FOR ONLINE ACCOUNTS,Smith; Michael Gerald et al.,2016-09-22
US-20160274897-A1,ENTITY WIDE SOFTWARE TRACKING AND MAINTENANCE REPORTING TOOL,Gaikwad; Deepak Gujaba et al.,2016-09-22
US-20160274908-A1,ENTITY WIDE SOFTWARE TRACKING AND MAINTENANCE REPORTING TOOL,Gaikwad; Deepak Gujaba et al.,2016-09-22
US-20160275489-A1,CUSTOMER TOKEN PREFERENCES INTERFACE,Bondesen; Laura Corinne et al.,2016-09-22
US-20160275490-A1,CUSTOMER TOKEN PREFERENCES INTERFACE,Bondesen; Laura Corinne et al.,2016-09-22
US-20160275494-A1,TOKENIZATION OF USER ACCOUNTS FOR DIRECT PAYMENT AUTHORIZATION CHANNEL,Bondesen; Laura Corinne et al.,2016-09-22
US-20160275512-A1,TOKENIZATION OF USER ACCOUNTS FOR DIRECT PAYMENT AUTHORIZATION CHANNEL,Bondesen; Laura Corinne et al.,2016-09-22
US-20160277313-A1,Modification of Computing Resource Behavior Based on Aggregated Monitoring Information,Iyer; Shankar Ramasubramanian et al.,2016-09-22
US-20160275344-A1,PROCESSING DAMAGED ITEMS USING IMAGE DATA LIFT,Williams; Geoffrey R.,2016-09-22
US-20160277389-A1,ROLE-BASED ACCESS TOOL,Wadhwa; Vishal,2016-09-22
US-20160275611-A1,SYSTEM UTILIZING A RETIREMENT SCORE TO ASSESS AN ABILITY TO SURVIVE A MARKET EVENT BASED ON USER INVESTMENTS,Dintenfass; Katherine et al.,2016-09-22
US-20160275612-A1,SYSTEM FOR ACCOUNT LINKING AND FUTURE EVENT INTEGRATION INTO RETIREMENT SCORE CALCULATION,Wadley; Cameron Darnell et al.,2016-09-22
US-20160275610-A1,SYSTEM FOR OPTIMIZING INVESTING AND/OR DEBT REDUCTION,Dintenfass; Katherine et al.,2016-09-22
US-20160275616-A1,SYSTEM FOR SHARING RETIREMENT SCORES BETWEEN SOCIAL GROUPS OF CUSTOMERS,Nicholson; Daralyn Marie et al.,2016-09-22
US-20160275615-A1,System for Assessing Retirement Planning Based on A Retirement Score,Dintenfass; Katherine et al.,2016-09-22
US-20160275614-A1,SYSTEM FOR AUGMENTING A RETIREMENT SCORE WITH HEALTH INFORMATION,Dintenfass; Katherine et al.,2016-09-22
US-20160275613-A1,SYSTEM FOR ASSESSING IMPACT OF LIFE EVENTS ON RETIREMENT PLANNING,Dintenfass; Katherine et al.,2016-09-22
US-20160275608-A1,SYSTEM FOR UTILIZING A RETIREMENT SCORE TO RECEIVE BENEFITS,Dintenfass; Katherine et al.,2016-09-22
US-20160275606-A1,SYSTEM TO CONFIGURE AND MANAGE MULTIPLE GATEWAY CONNECTIONS IN A NETWORK,Aravala; Srinivasa Rao et al.,2016-09-22
US-20160275609-A1,SYSTEM FOR RETIREMENT SCORE TRANSFORMATION USING OPTIMIZATION,Dintenfass; Katherine et al.,2016-09-22
US-9448907-B2,Computer application maturity illustration system with single point of failure analytics and remediation techniques,Goutam; Gandhi,2016-09-20
US-9449328-B2,System for encoding customer data,Dravneek; Victoria L. et al.,2016-09-20
US-20160267506-A1,PROVIDING SOCIAL IMPACT INFORMATION ASSOCIATED WITH IDENTIFIED PRODUCTS OR BUSINESSES,Calman; Matthew A. et al.,2016-09-15
US-20160267507-A1,PROVIDING SOCIAL IMPACT INFORMATION ASSOCIATED WITH IDENTIFIED PRODUCTS OR BUSINESSES,Calman; Matthew A. et al.,2016-09-15
US-20160267124-A1,IDENTIFICATION OF LOAD UTILITY,Samantaray; Sushanta et al.,2016-09-15
US-20160267158-A1,IDENTIFICATION OF LOAD UTILITY,Samantaray; Sushanta et al.,2016-09-15
US-20160267091-A1,AUTOMATION OF MLOAD AND TPUMP CONVERSION,Samantaray; Sushanta et al.,2016-09-15
US-20160267092-A1,AUTOMATION OF MLOAD AND TPUMP CONVERSION,Samantaray; Sushanta et al.,2016-09-15
US-20160267289-A1,SECURE ENDPOINT FILE EXPORT IN A BUSINESS ENVIRONMENT,Kurian; Manu Jacob et al.,2016-09-15
US-20160267582-A1,STREAMLINING APPLICATION FOR SIMULATING FINANCIAL DECISION EFFECTS,Johansen; Joseph Neil et al.,2016-09-15
US-20160267597-A1,STREAMLINING APPLICATION USING A SOCIAL NETWORK PLATFORM,Johansen; Joseph Neil et al.,2016-09-15
US-20160267598-A1,STREAMLINING APPLICATION FOR INCENTIVE PROVISION,Johansen; Joseph Neil et al.,2016-09-15
US-20160267595-A1,FINANCIAL WELLNESS SYSTEM,Rauls; Boris et al.,2016-09-15
US-20160267599-A1,STREAMLINING APPLICATION FOR PRODUCT PROVISION,Johansen; Joseph Neil et al.,2016-09-15
US-20160267438-A1,Scheduling an Appointment to Complete a Transaction,Sobol; Craig et al.,2016-09-15
US-20160267596-A1,STREAMLINING APPLICATION FOR CUSTOMER MONEY MANAGEMENT,Johansen; Joseph Neil et al.,2016-09-15
US-9442925-B2,Regulated texting solution for mobile devices,Rekula; Sravan Reddy et al.,2016-09-13
US-9442915-B2,Semantic application logging and analytics,Marian; Radu et al.,2016-09-13
US-9443112-B2,Secure media container,Kurian; Manu Jacob,2016-09-13
US-9443241-B2,Dynamic card validation using periodically communicated cell identifiers,Adams; Amanda J. et al.,2016-09-13
US-9443103-B2,System for encoding customer data,Dravneek; Victoria L. et al.,2016-09-13
US-9443251-B2,System for encoding customer data,Dravneek; Victoria L. et al.,2016-09-13
US-20160259931-A1,Just In Time Polymorphic Authentication,Dave; Apeksh M. et al.,2016-09-08
US-20160261745-A1,DISASTER RELIEF EVENT CALL FLAGGING,Hallam; David Luke et al.,2016-09-08
US-20160261746-A1,DISASTER RELIEF EVENT CALL FLAGGING,Hallam; David Luke et al.,2016-09-08
US-20160260068-A1,PROXIMITY-BASED NOTIFICATION OF A PREVIOUSLY ABANDONED AND PRE-QUEUED ATM TRANSACTION,Dent; Nathan,2016-09-08
US-20160260295-A1,PROXIMITY-BASED NOTIFICATION OF A PREVIOUSLY ABANDONED AND PRE-QUEUED ATM TRANSACTION,Dent; Nathan,2016-09-08
US-20160260114-A1,Predicting Economic Conditions,Bendel; Timothy J. et al.,2016-09-08
US-20160260066-A1,METHODS AND APPARATUS FOR PROVIDING UNIFIED TRANSMISSION TRACKING SERVICES,Rudek; Patrica et al.,2016-09-08
US-20160261471-A1,INFRASTRUCTURE TRENDING TOOL,Arora; Rahul et al.,2016-09-08
US-9436965-B2,Interactive map for grouped activities within a financial and social management system,Votaw; Elizabeth S. et al.,2016-09-06
US-20160253637-A1,OBFUSCATING PRIVATE INFORMATION USING A TRANSACTION IDENTIFIER,"Watson, III; Verlon S. et al.",2016-09-01
US-20160253661-A1,OBFUSCATING PRIVATE INFORMATION USING A TRANSACTION IDENTIFIER,"Watson, III; Verlon S. et al.",2016-09-01
US-20160255076-A1,MULTI USER DEVICE MANAGEMENT SYSTEM,Lee; Jisoo et al.,2016-09-01
US-20160253757-A1,SYSTEM FOR ASSESSING IMPACT OF FUND TRANSFERS ON RETIREMENT PLANNING,Connolly; Jeanne Ferullo et al.,2016-09-01
US-20160255077-A1,SYSTEM FOR MANAGING MULTI-USER SIGN-ON IN A SEGMENTED NETWORK,Lee; Jisoo et al.,2016-09-01
US-20160255456-A1,SEGMENTED NETWORK MOBILE DEVICE PROVISIONING SYSTEM,Lee; Jisoo et al.,2016-09-01
US-9430852-B2,Digital check image shifting in a carousel display,Tatham; Anne D. et al.,2016-08-30
US-9430674-B2,Secure data access,Cismas; Sorin N. et al.,2016-08-30
US-9432369-B2,Secure data containers,Cismas; Sorin N. et al.,2016-08-30
US-9432804-B2,Processing of pre-staged transactions,Hanson; Carrie Anne et al.,2016-08-30
US-9432354-B2,Role-based access tool,Wadhwa; Vishal,2016-08-30
US-D765170-S,Financial card with edge indicators,Tattersall; Kenneth G.,2016-08-30
US-D765171-S,Financial card with edge indicators,Tattersall; Kenneth G.,2016-08-30
US-20160248781-A1,SELF-SELECTED USER ACCESS BASED ON SPECIFIC AUTHENTICATION TYPES,Grigg; David M. et al.,2016-08-25
US-20160247237-A1,POSITION-BASED BUDGET COMMUNICATION APPARATUS FOR USE IN POSITION-BASED BUDGETING SYSTEMS,Grigg; David M. et al.,2016-08-25
